cliente_id;produto_id;quantidade;valor_total;data
1000137;525;1;13,2050;06/05/2023 00:00:00
1000137;1735;20;19,0000;06/05/2023 00:00:00
1000214;778;6;23,4000;09/05/2023 00:00:00
1000214;1477;1;15,0000;09/05/2023 00:00:00
1000215;1367;100;85,4980;09/05/2023 00:00:00
1000215;225;1;41,7040;09/05/2023 00:00:00
1000215;1384;100;85,4980;09/05/2023 00:00:00
1000216;986;1;174,5000;09/05/2023 00:00:00
1;227;1;56,9000;09/05/2023 00:00:00
1;937;1;149,0600;09/05/2023 00:00:00
1000217;712;3;65,7000;09/05/2023 00:00:00
1;716;1;5,5000;09/05/2023 00:00:00
1;778;1;3,9000;09/05/2023 00:00:00
1000218;1560;1;199,0000;09/05/2023 00:00:00
1000219;1361;1;3,0000;09/05/2023 00:00:00
1000219;821;2;1,6000;09/05/2023 00:00:00
1000219;778;1;3,9000;09/05/2023 00:00:00
1000219;1735;2;2,0000;09/05/2023 00:00:00
1000219;821;2;1,6000;09/05/2023 00:00:00
1000219;1362;1;3,0000;09/05/2023 00:00:00
1000219;778;1;3,9000;09/05/2023 00:00:00
1000219;821;2;1,6000;09/05/2023 00:00:00
1000219;1362;1;3,0000;09/05/2023 00:00:00
1000219;778;1;3,9000;09/05/2023 00:00:00
1;1088;2;43,8000;09/05/2023 00:00:00
1;227;1;56,9000;09/05/2023 00:00:00
1;176;1;173,9000;09/05/2023 00:00:00
1;713;1;12,5000;09/05/2023 00:00:00
1;524;2;23,8000;09/05/2023 00:00:00
1;1234;1;57,9000;09/05/2023 00:00:00
1;1468;1;15,0000;09/05/2023 00:00:00
1;220;3;47,7000;09/05/2023 00:00:00
1;1465;1;64,9000;09/05/2023 00:00:00
1;859;1;105,3600;09/05/2023 00:00:00
1;1365;5;104,0200;09/05/2023 00:00:00
1;961;1;22,5000;09/05/2023 00:00:00
1;152;1;149,9000;09/05/2023 00:00:00
1;1411;3;15,0000;09/05/2023 00:00:00
1000220;288;1;127,9000;09/05/2023 00:00:00
1;744;2;33,8000;09/05/2023 00:00:00
1;1475;7;14,7000;09/05/2023 00:00:00
1000221;778;2;7,8000;09/05/2023 00:00:00
1000221;1789;1;5,9000;09/05/2023 00:00:00
1000221;169;1;7,9000;09/05/2023 00:00:00
1000221;860;1;69,9000;09/05/2023 00:00:00
1000221;1098;1;23,9000;09/05/2023 00:00:00
1000221;166;1;44,9000;09/05/2023 00:00:00
1000221;180;1;14,9000;09/05/2023 00:00:00
1000221;539;1;79,9000;09/05/2023 00:00:00
1000221;1347;1;109,0000;09/05/2023 00:00:00
1;1101;1;64,9000;09/05/2023 00:00:00
1;1083;1;17,9000;09/05/2023 00:00:00
1000222;221;5;79,5000;09/05/2023 00:00:00
1000222;1164;1;15,9000;09/05/2023 00:00:00
1000222;1399;1;18,9000;09/05/2023 00:00:00
1;1088;2;43,8000;09/05/2023 00:00:00
1;1477;2;30,0000;09/05/2023 00:00:00
1;249;1;52,9000;09/05/2023 00:00:00
1;932;1;12,9000;09/05/2023 00:00:00
1;1250;1;6,5000;09/05/2023 00:00:00
1;180;1;14,9000;09/05/2023 00:00:00
1;188;1;55,0000;09/05/2023 00:00:00
1;1371;2;65,8000;09/05/2023 00:00:00
1;1475;1;2,1000;09/05/2023 00:00:00
1;1790;5;1,2500;09/05/2023 00:00:00
1;1479;1;9,9000;09/05/2023 00:00:00
1;2;1;189,9000;09/05/2023 00:00:00
1;1084;1;17,9000;09/05/2023 00:00:00
1;931;1;7,9000;09/05/2023 00:00:00
1;221;1;15,9000;09/05/2023 00:00:00
1;923;1;32,9000;09/05/2023 00:00:00
1;1735;6;6,0000;09/05/2023 00:00:00
1;591;10;6,0000;09/05/2023 00:00:00
1;169;2;15,8000;09/05/2023 00:00:00
1197;1;1;0,0100;09/05/2023 00:00:00
1;1357;5;9,0000;09/05/2023 00:00:00
1;1789;1;5,9000;09/05/2023 00:00:00
1000225;683;1;503,4050;09/05/2023 00:00:00
1000225;1009;1;33,1550;09/05/2023 00:00:00
1;1142;1;3,9000;09/05/2023 00:00:00
1;1394;3;32,7000;09/05/2023 00:00:00
1000226;1140;15;15,0000;09/05/2023 00:00:00
1000226;1735;15;15,0000;09/05/2023 00:00:00
1000226;1477;1;15,0000;09/05/2023 00:00:00
1;45;2;37,8000;09/05/2023 00:00:00
1;1252;4;7,2000;09/05/2023 00:00:00
1;1263;4;35,6000;09/05/2023 00:00:00
1000171;943;1;229,9000;09/05/2023 00:00:00
38;1847;1;58,5800;25/04/2023 00:00:00
38;712;1;151,8300;25/04/2023 00:00:00
38;1848;1;111,2500;25/04/2023 00:00:00
38;1849;3;333,7500;25/04/2023 00:00:00
38;1850;1;88,4200;25/04/2023 00:00:00
38;1851;1;88,4200;25/04/2023 00:00:00
38;712;1;142,5600;25/04/2023 00:00:00
38;712;12;142,5600;25/04/2023 00:00:00
38;1850;1;79,1600;25/04/2023 00:00:00
38;1850;12;79,1600;25/04/2023 00:00:00
38;1851;1;79,1600;25/04/2023 00:00:00
38;1851;12;79,1600;25/04/2023 00:00:00
38;712;1;142,5601;25/04/2023 00:00:00
38;712;12;142,5586;25/04/2023 00:00:00
38;1850;1;79,1600;25/04/2023 00:00:00
38;1850;12;79,1600;25/04/2023 00:00:00
38;1851;1;79,1600;25/04/2023 00:00:00
38;1851;12;79,1600;25/04/2023 00:00:00
38;1847;1;58,5800;25/04/2023 00:00:00
38;712;1;151,8301;25/04/2023 00:00:00
38;1848;1;111,2500;25/04/2023 00:00:00
38;1849;3;333,7500;25/04/2023 00:00:00
38;1850;1;88,4200;25/04/2023 00:00:00
38;1851;1;88,4200;25/04/2023 00:00:00
1;183;1;68,9000;09/05/2023 00:00:00
1000227;918;1;145,2600;09/05/2023 00:00:00
1000227;773;1;2,1000;09/05/2023 00:00:00
1000227;505;1;44,9000;09/05/2023 00:00:00
1000227;1098;1;23,9000;09/05/2023 00:00:00
1;1263;1;8,9000;09/05/2023 00:00:00
1;1383;5;4,0000;09/05/2023 00:00:00
1197;778;4;8,9200;09/05/2023 00:00:00
1197;1485;1;3,1300;09/05/2023 00:00:00
1197;1735;20;9,2000;09/05/2023 00:00:00
1;1485;1;5,9000;09/05/2023 00:00:00
1;1395;1;14,9000;09/05/2023 00:00:00
1;1735;10;10,0000;09/05/2023 00:00:00
1;1088;1;21,9000;09/05/2023 00:00:00
1;1263;1;8,9000;09/05/2023 00:00:00
1;94;1;14,9000;09/05/2023 00:00:00
1;1361;10;30,0000;09/05/2023 00:00:00
25;246;4;1363,2700;27/04/2023 00:00:00
25;731;10;1168,4600;27/04/2023 00:00:00
25;245;10;1975,9700;27/04/2023 00:00:00
25;731;10;1168,4599;27/04/2023 00:00:00
25;245;10;1975,9700;27/04/2023 00:00:00
25;246;4;1363,2700;27/04/2023 00:00:00
1;1357;4;7,2000;10/05/2023 00:00:00
1;1356;2;3,6000;10/05/2023 00:00:00
1;79;8;15,2000;10/05/2023 00:00:00
1;1126;4;3,2000;10/05/2023 00:00:00
1;593;4;2,0000;10/05/2023 00:00:00
1;1790;6;1,5000;10/05/2023 00:00:00
1;1353;6;1,5000;10/05/2023 00:00:00
1;1352;6;1,5000;10/05/2023 00:00:00
1;169;1;7,9000;10/05/2023 00:00:00
1;1088;1;21,9000;10/05/2023 00:00:00
1;1362;4;12,0000;10/05/2023 00:00:00
1;1263;1;8,9000;10/05/2023 00:00:00
1;1485;1;5,9000;10/05/2023 00:00:00
1;860;1;69,9000;10/05/2023 00:00:00
1;1441;4;2,4000;10/05/2023 00:00:00
1;1442;4;2,4000;10/05/2023 00:00:00
1;1140;2;2,0000;10/05/2023 00:00:00
1;303;1;12,9000;10/05/2023 00:00:00
1;505;2;89,8000;10/05/2023 00:00:00
1;716;1;5,5000;10/05/2023 00:00:00
1;783;2;129,8000;10/05/2023 00:00:00
1;777;3;9,0000;10/05/2023 00:00:00
1;227;1;56,9000;10/05/2023 00:00:00
1;1736;10;11,0000;10/05/2023 00:00:00
1;165;1;44,9000;10/05/2023 00:00:00
1;155;1;79,9000;10/05/2023 00:00:00
1000228;216;7;111,3000;10/05/2023 00:00:00
1000228;229;11;97,9000;10/05/2023 00:00:00
1000229;220;3;47,7000;10/05/2023 00:00:00
1;50;1;28,9000;10/05/2023 00:00:00
1;778;2;7,8000;10/05/2023 00:00:00
1;897;1;10,9000;10/05/2023 00:00:00
1;1414;12;12,0000;10/05/2023 00:00:00
1;712;1;21,9000;10/05/2023 00:00:00
1;183;1;68,9000;10/05/2023 00:00:00
1000230;1263;1;8,9000;10/05/2023 00:00:00
1000230;1475;1;2,1000;10/05/2023 00:00:00
1000230;1126;3;2,4000;10/05/2023 00:00:00
1000230;1790;2;0,5000;10/05/2023 00:00:00
1000230;1140;2;2,0000;10/05/2023 00:00:00
1;932;1;12,9000;10/05/2023 00:00:00
1;592;10;5,0000;10/05/2023 00:00:00
1;932;1;12,9000;10/05/2023 00:00:00
1;1735;10;10,0000;10/05/2023 00:00:00
1;60;12;9,6000;10/05/2023 00:00:00
1000231;199;2;115,7100;10/05/2023 00:00:00
1000232;776;1;11,0000;10/05/2023 00:00:00
1000232;209;2;35,8000;10/05/2023 00:00:00
1000234;220;3;47,7000;10/05/2023 00:00:00
1000234;229;3;26,7000;10/05/2023 00:00:00
1000233;712;1;21,9000;10/05/2023 00:00:00
1000233;1043;1;169,9000;10/05/2023 00:00:00
1;1089;1;21,9000;10/05/2023 00:00:00
1;589;8;4,0000;10/05/2023 00:00:00
1;1359;8;4,8000;10/05/2023 00:00:00
1;1382;8;4,8000;10/05/2023 00:00:00
1000236;191;1;69,9000;10/05/2023 00:00:00
1000237;165;1;44,9000;10/05/2023 00:00:00
1000237;1165;1;14,9000;10/05/2023 00:00:00
1000238;159;1;89,9000;10/05/2023 00:00:00
1000239;860;1;69,9000;10/05/2023 00:00:00
1000239;693;1;189,9000;10/05/2023 00:00:00
20;611;2;123,7877;26/04/2023 00:00:00
20;263;3;50,9694;26/04/2023 00:00:00
20;315;5;286,5350;26/04/2023 00:00:00
20;758;3;202,4445;26/04/2023 00:00:00
20;316;2;21,6240;26/04/2023 00:00:00
20;332;1;18,6065;26/04/2023 00:00:00
20;615;3;71,7825;26/04/2023 00:00:00
20;333;1;31,9005;26/04/2023 00:00:00
20;616;2;77,0950;26/04/2023 00:00:00
20;350;2;140,4710;26/04/2023 00:00:00
20;351;1;70,2355;26/04/2023 00:00:00
20;361;2;82,5690;26/04/2023 00:00:00
20;440;2;75,1060;26/04/2023 00:00:00
20;1235;1;91,3240;26/04/2023 00:00:00
20;1417;1;91,3240;26/04/2023 00:00:00
20;446;1;28,8660;26/04/2023 00:00:00
20;619;1;73,5335;26/04/2023 00:00:00
20;284;1;30,7275;26/04/2023 00:00:00
20;290;4;398,0380;26/04/2023 00:00:00
20;297;5;130,8200;26/04/2023 00:00:00
20;298;20;466,4200;26/04/2023 00:00:00
20;620;2;129,0900;26/04/2023 00:00:00
20;304;1;20,5849;26/04/2023 00:00:00
20;305;1;39,2328;26/04/2023 00:00:00
20;306;1;49,9583;26/04/2023 00:00:00
20;307;1;43,7043;26/04/2023 00:00:00
20;308;1;56,2206;26/04/2023 00:00:00
20;395;2;178,3810;26/04/2023 00:00:00
20;398;1;30,4300;26/04/2023 00:00:00
20;469;2;38,6070;26/04/2023 00:00:00
20;1778;3;134,8950;26/04/2023 00:00:00
20;475;2;23,3240;26/04/2023 00:00:00
20;627;1;9,1970;26/04/2023 00:00:00
20;1782;1;10,9650;26/04/2023 00:00:00
20;829;2;104,3877;26/04/2023 00:00:00
20;481;2;104,3877;26/04/2023 00:00:00
20;484;2;100,0790;26/04/2023 00:00:00
20;489;2;76,3130;26/04/2023 00:00:00
20;491;2;76,3130;26/04/2023 00:00:00
20;499;1;22,7290;26/04/2023 00:00:00
1000240;1088;3;65,7000;10/05/2023 00:00:00
1;1486;10;15,6000;10/05/2023 00:00:00
1;1361;1;3,0000;10/05/2023 00:00:00
1;169;1;7,9000;10/05/2023 00:00:00
1;79;2;3,8000;10/05/2023 00:00:00
1000241;1048;1;85,0000;10/05/2023 00:00:00
1000243;1255;1;29,9000;10/05/2023 00:00:00
1;399;1;44,9000;10/05/2023 00:00:00
1000075;595;5;6,5000;10/05/2023 00:00:00
1000075;593;1;0,5000;10/05/2023 00:00:00
1000244;712;2;43,8000;10/05/2023 00:00:00
1000244;152;1;149,9000;10/05/2023 00:00:00
1000245;540;1;75,9100;10/05/2023 00:00:00
1000246;1403;10;69,0000;10/05/2023 00:00:00
1000247;1477;1;15,0000;10/05/2023 00:00:00
1000247;1428;1;16,0000;10/05/2023 00:00:00
1000247;1748;1;12,9000;10/05/2023 00:00:00
1000248;860;1;66,4100;10/05/2023 00:00:00
1;220;1;15,9000;10/05/2023 00:00:00
1000249;661;1;39,9000;10/05/2023 00:00:00
1000249;1734;3;16,5000;10/05/2023 00:00:00
1000250;759;1;62,9000;10/05/2023 00:00:00
1000250;183;1;68,9000;10/05/2023 00:00:00
1000250;158;1;28,9000;10/05/2023 00:00:00
1;1165;1;14,9000;10/05/2023 00:00:00
1;180;1;14,9000;10/05/2023 00:00:00
1;89;1;17,9000;10/05/2023 00:00:00
1000251;1253;1;17,9000;10/05/2023 00:00:00
1000251;1766;1;229,9000;10/05/2023 00:00:00
1197;778;8;17,8400;10/05/2023 00:00:00
1;1477;1;15,0000;10/05/2023 00:00:00
1;1252;7;12,6000;10/05/2023 00:00:00
1;1735;20;20,0000;10/05/2023 00:00:00
2928;1747;1;65,1300;03/05/2023 00:00:00
2928;1746;8;184,9500;03/05/2023 00:00:00
2928;1475;4;128,9300;03/05/2023 00:00:00
2928;1748;2;94,3500;03/05/2023 00:00:00
2928;1082;10;319,5900;03/05/2023 00:00:00
2928;1853;2;190,0000;03/05/2023 00:00:00
2928;1854;5;475,0000;03/05/2023 00:00:00
2928;1855;2;190,0000;03/05/2023 00:00:00
2928;1458;1;31,9600;03/05/2023 00:00:00
2928;1856;5;307,1300;03/05/2023 00:00:00
2928;1747;1;65,1300;03/05/2023 00:00:00
2928;1747;24;65,1300;03/05/2023 00:00:00
2928;1746;8;184,9500;03/05/2023 00:00:00
2928;1746;40;184,9500;03/05/2023 00:00:00
2928;1475;4;128,9300;03/05/2023 00:00:00
2928;1475;100;128,9300;03/05/2023 00:00:00
2928;1748;2;94,3500;03/05/2023 00:00:00
2928;1748;12;94,3500;03/05/2023 00:00:00
2928;1747;1;65,1300;03/05/2023 00:00:00
2928;1747;24;65,1300;03/05/2023 00:00:00
2928;1746;8;184,9500;03/05/2023 00:00:00
2928;1746;40;184,9500;03/05/2023 00:00:00
2928;1475;4;128,9300;03/05/2023 00:00:00
2928;1475;100;128,9300;03/05/2023 00:00:00
2928;1748;2;94,3500;03/05/2023 00:00:00
2928;1748;12;94,3500;03/05/2023 00:00:00
2928;1853;2;190,0000;03/05/2023 00:00:00
2928;1853;20;190,0000;03/05/2023 00:00:00
2928;1854;5;475,0000;03/05/2023 00:00:00
2928;1854;50;475,0000;03/05/2023 00:00:00
2928;1855;2;190,0000;03/05/2023 00:00:00
2928;1855;20;190,0000;03/05/2023 00:00:00
2928;1747;1;65,1300;03/05/2023 00:00:00
2928;1746;8;184,9500;03/05/2023 00:00:00
2928;1475;4;128,9300;03/05/2023 00:00:00
2928;1748;2;94,3500;03/05/2023 00:00:00
2928;1082;10;319,5900;03/05/2023 00:00:00
2928;1853;2;190,0000;03/05/2023 00:00:00
2928;1854;5;475,0000;03/05/2023 00:00:00
2928;1855;2;190,0000;03/05/2023 00:00:00
2928;1458;1;31,9600;03/05/2023 00:00:00
2928;1856;5;307,1300;03/05/2023 00:00:00
1000252;505;1;44,9000;11/05/2023 00:00:00
1000252;860;1;69,9000;11/05/2023 00:00:00
1000253;1682;1;84,9000;11/05/2023 00:00:00
1000254;181;1;14,1550;11/05/2023 00:00:00
1000254;1133;1;115,8050;11/05/2023 00:00:00
1000028;1415;24;28,8000;11/05/2023 00:00:00
1000028;20;10;49,0000;11/05/2023 00:00:00
1000028;778;3;11,7000;11/05/2023 00:00:00
1000028;1735;80;80,0000;11/05/2023 00:00:00
1000255;163;1;49,9000;11/05/2023 00:00:00
1000257;218;3;56,7000;11/05/2023 00:00:00
1000257;1746;1;8,9000;11/05/2023 00:00:00
1000258;1365;1;21,9000;11/05/2023 00:00:00
1000258;778;1;3,9000;11/05/2023 00:00:00
1000259;961;1;22,5000;11/05/2023 00:00:00
1000148;1818;1;35,9000;11/05/2023 00:00:00
1000148;1817;1;42,9000;11/05/2023 00:00:00
1000260;696;1;649,0000;11/05/2023 00:00:00
1;180;1;14,9000;11/05/2023 00:00:00
1000019;536;1;64,5100;11/05/2023 00:00:00
1000261;1066;1;119,9000;11/05/2023 00:00:00
1;1484;1;7,9000;11/05/2023 00:00:00
1;1484;1;7,9000;11/05/2023 00:00:00
1000262;256;1;284,9000;11/05/2023 00:00:00
1;1073;1;151,9000;11/05/2023 00:00:00
1000263;236;1;17,9000;11/05/2023 00:00:00
1000263;1746;1;8,9000;11/05/2023 00:00:00
1000264;1140;10;10,0000;11/05/2023 00:00:00
1000264;1735;2;2,0000;11/05/2023 00:00:00
1000264;1382;10;6,0000;11/05/2023 00:00:00
1000264;1166;1;9,9000;11/05/2023 00:00:00
1000264;1084;1;17,9000;11/05/2023 00:00:00
1000265;778;2;7,8000;11/05/2023 00:00:00
1;835;1;26,9000;11/05/2023 00:00:00
1000266;3;1;189,9000;11/05/2023 00:00:00
1000267;1747;1;4,9000;11/05/2023 00:00:00
1000267;89;1;17,9000;11/05/2023 00:00:00
1;1391;15;19,5000;11/05/2023 00:00:00
1;10;1;188,9600;11/05/2023 00:00:00
1000269;713;1;12,5000;11/05/2023 00:00:00
1000269;1043;1;169,9000;11/05/2023 00:00:00
1000269;872;1;8,9000;11/05/2023 00:00:00
1000269;505;1;44,9000;11/05/2023 00:00:00
1000269;860;1;69,9000;11/05/2023 00:00:00
1;8;1;129,9000;11/05/2023 00:00:00
1;1057;1;179,9000;11/05/2023 00:00:00
1;778;1;3,9000;11/05/2023 00:00:00
1;1202;1;85,0000;11/05/2023 00:00:00
1;713;1;12,5000;11/05/2023 00:00:00
1000271;505;1;44,9000;11/05/2023 00:00:00
1000271;712;1;21,9000;11/05/2023 00:00:00
1000270;152;1;149,9000;11/05/2023 00:00:00
1000272;1746;1;8,9000;11/05/2023 00:00:00
1000272;810;2;13,0000;11/05/2023 00:00:00
1000272;1368;1;6,5000;11/05/2023 00:00:00
1000272;1066;1;119,9000;11/05/2023 00:00:00
1000273;505;1;44,9000;11/05/2023 00:00:00
1;220;2;31,8000;11/05/2023 00:00:00
1;1746;1;8,9000;11/05/2023 00:00:00
1;133;1;9,9000;11/05/2023 00:00:00
1;235;1;15,9000;11/05/2023 00:00:00
1000249;1734;3;16,5000;11/05/2023 00:00:00
1000249;778;3;11,7000;11/05/2023 00:00:00
1000249;1735;5;5,0000;11/05/2023 00:00:00
1000274;1736;30;31,3500;11/05/2023 00:00:00
1000274;1403;10;65,5500;11/05/2023 00:00:00
1000275;1395;3;44,7000;11/05/2023 00:00:00
1000275;227;2;113,8000;11/05/2023 00:00:00
1;1475;1;2,1000;11/05/2023 00:00:00
1;94;1;14,9000;11/05/2023 00:00:00
1000225;683;1;503,4050;09/05/2023 00:00:00
1000225;1009;1;33,1550;09/05/2023 00:00:00
1000276;1017;1;64,9000;12/05/2023 00:00:00
1;1817;1;42,9000;12/05/2023 00:00:00
1;1477;1;15,0000;12/05/2023 00:00:00
1000277;1485;1;5,9000;12/05/2023 00:00:00
1000277;1804;1;35,9000;12/05/2023 00:00:00
1;809;5;27,5000;12/05/2023 00:00:00
1;1735;15;15,0000;12/05/2023 00:00:00
1;1414;15;15,0000;12/05/2023 00:00:00
1000278;586;1;284,9000;12/05/2023 00:00:00
1000279;1850;2;25,8000;12/05/2023 00:00:00
1000279;1821;1;99,9000;12/05/2023 00:00:00
1000280;234;11;176,6050;12/05/2023 00:00:00
1000280;1746;3;25,3650;12/05/2023 00:00:00
1000035;227;1;56,9000;12/05/2023 00:00:00
1000035;202;1;69,5000;12/05/2023 00:00:00
1000035;203;1;106,9000;12/05/2023 00:00:00
1;932;1;12,9000;12/05/2023 00:00:00
1;1084;1;17,9000;12/05/2023 00:00:00
1;1451;1;39,9000;12/05/2023 00:00:00
1;1735;3;3,0000;12/05/2023 00:00:00
1;183;1;68,9000;12/05/2023 00:00:00
1;1808;1;31,9000;12/05/2023 00:00:00
1;1358;4;7,2000;12/05/2023 00:00:00
1;592;2;1,0000;12/05/2023 00:00:00
1;1744;1;22,9000;12/05/2023 00:00:00
1;839;1;29,9000;12/05/2023 00:00:00
1;1140;5;5,0000;12/05/2023 00:00:00
1;183;1;68,9000;12/05/2023 00:00:00
1;1352;4;1,0000;12/05/2023 00:00:00
1;1790;4;1,0000;12/05/2023 00:00:00
1;1126;2;1,6000;12/05/2023 00:00:00
1;1384;2;1,8000;12/05/2023 00:00:00
1;1165;2;29,8000;12/05/2023 00:00:00
1;1399;1;18,9000;12/05/2023 00:00:00
1;1252;32;57,6000;12/05/2023 00:00:00
1;1735;18;18,0000;12/05/2023 00:00:00
1;1414;24;24,0000;12/05/2023 00:00:00
1;80;1;18,9000;12/05/2023 00:00:00
1000282;152;1;151,9000;12/05/2023 00:00:00
1;71;1;34,0000;12/05/2023 00:00:00
1;194;1;112,9000;12/05/2023 00:00:00
1;92;12;6,6000;12/05/2023 00:00:00
1000282;25;1;35,9000;12/05/2023 00:00:00
1000283;168;1;44,9000;12/05/2023 00:00:00
1000283;540;1;79,9000;12/05/2023 00:00:00
1000284;540;1;79,9000;12/05/2023 00:00:00
1000284;168;1;44,9000;12/05/2023 00:00:00
1000285;1464;5;79,5000;12/05/2023 00:00:00
1000285;1463;5;79,5000;12/05/2023 00:00:00
1000256;138;2;135,8000;12/05/2023 00:00:00
1000286;1365;1;21,9000;12/05/2023 00:00:00
1000286;1477;1;15,0000;12/05/2023 00:00:00
1000286;842;1;29,9000;12/05/2023 00:00:00
1000286;716;4;22,0000;12/05/2023 00:00:00
1000287;872;1;8,9000;12/05/2023 00:00:00
1000287;198;1;62,9000;12/05/2023 00:00:00
1000288;954;1;225,9000;12/05/2023 00:00:00
1000021;220;1;15,9000;12/05/2023 00:00:00
1000289;195;2;440,0000;12/05/2023 00:00:00
1;1735;4;4,0000;12/05/2023 00:00:00
1;79;2;3,8000;12/05/2023 00:00:00
1;1475;2;4,2000;12/05/2023 00:00:00
1;1414;3;3,0000;12/05/2023 00:00:00
1;1790;4;1,0000;12/05/2023 00:00:00
1;1140;5;5,0000;12/05/2023 00:00:00
1;1358;3;5,4000;12/05/2023 00:00:00
1;1358;2;3,6000;12/05/2023 00:00:00
1;1790;4;1,0000;12/05/2023 00:00:00
1;1140;5;5,0000;12/05/2023 00:00:00
1;1735;2;2,0000;12/05/2023 00:00:00
1;1414;2;2,0000;12/05/2023 00:00:00
1;79;2;3,8000;12/05/2023 00:00:00
1;1475;2;4,2000;12/05/2023 00:00:00
1;1257;1;6,9000;12/05/2023 00:00:00
1;111;1;5,5000;12/05/2023 00:00:00
1;1255;1;29,9000;12/05/2023 00:00:00
1;1265;1;12,5000;12/05/2023 00:00:00
1;1760;10;2,5000;12/05/2023 00:00:00
1;1084;1;17,9000;12/05/2023 00:00:00
1;1736;3;3,3000;12/05/2023 00:00:00
1;1735;4;4,0000;12/05/2023 00:00:00
1;821;20;16,0000;12/05/2023 00:00:00
1;1414;1;1,0000;12/05/2023 00:00:00
1;1367;50;45,0000;12/05/2023 00:00:00
1;1403;2;13,8000;12/05/2023 00:00:00
1;4;1;189,9000;12/05/2023 00:00:00
1;1140;25;25,0000;12/05/2023 00:00:00
1000290;1477;1;15,0000;12/05/2023 00:00:00
1000290;220;2;31,8000;12/05/2023 00:00:00
1000290;778;1;3,9000;12/05/2023 00:00:00
1000290;897;1;10,9000;12/05/2023 00:00:00
1;1475;10;21,0000;12/05/2023 00:00:00
1;1707;1;57,9000;12/05/2023 00:00:00
1;1043;1;161,4000;12/05/2023 00:00:00
1;651;4;30,0000;12/05/2023 00:00:00
1;961;1;22,5000;12/05/2023 00:00:00
1;1414;24;24,0000;12/05/2023 00:00:00
1;247;1;52,9000;12/05/2023 00:00:00
1;92;10;5,5000;12/05/2023 00:00:00
1;1792;1;33,9000;12/05/2023 00:00:00
1;225;3;131,7000;12/05/2023 00:00:00
1;50;1;28,9000;12/05/2023 00:00:00
1000292;1263;1;8,4550;12/05/2023 00:00:00
1000292;1042;1;56,9050;12/05/2023 00:00:00
1;956;1;75,9100;12/05/2023 00:00:00
1;1098;1;23,9000;12/05/2023 00:00:00
1000073;339;1;138,0000;12/05/2023 00:00:00
1;1854;1;17,9000;12/05/2023 00:00:00
1;1367;3;2,7000;12/05/2023 00:00:00
1;809;2;11,0000;12/05/2023 00:00:00
1;1745;1;3,9000;12/05/2023 00:00:00
1;1477;1;15,0000;12/05/2023 00:00:00
1000293;731;1;204,9000;12/05/2023 00:00:00
1000294;181;1;14,9000;12/05/2023 00:00:00
1000294;759;1;62,9000;12/05/2023 00:00:00
1;181;1;14,9000;12/05/2023 00:00:00
1;1352;100;25,0000;12/05/2023 00:00:00
1;1351;100;25,0000;12/05/2023 00:00:00
1;1263;1;8,9000;12/05/2023 00:00:00
1;1366;100;50,0000;12/05/2023 00:00:00
1;592;100;50,0000;12/05/2023 00:00:00
1;1165;1;14,9000;12/05/2023 00:00:00
1;1482;1;10,9000;12/05/2023 00:00:00
1;1736;5;5,5000;12/05/2023 00:00:00
1;447;1;19,9000;12/05/2023 00:00:00
1;1009;1;34,9000;12/05/2023 00:00:00
1;1403;2;13,8000;12/05/2023 00:00:00
1000292;1263;1;8,4550;12/05/2023 00:00:00
1000292;1042;1;56,9050;12/05/2023 00:00:00
46;844;9;179,1000;12/05/2023 00:00:00
46;840;8;159,2000;12/05/2023 00:00:00
46;841;5;99,5000;12/05/2023 00:00:00
46;839;1;19,9000;12/05/2023 00:00:00
1000235;1817;1;40,7569;10/05/2023 00:00:00
1000235;1818;1;34,1066;10/05/2023 00:00:00
1000235;1815;1;31,2565;10/05/2023 00:00:00
1000242;1018;1;119,6025;10/05/2023 00:00:00
1000242;168;1;42,6541;10/05/2023 00:00:00
1000242;540;1;75,9034;10/05/2023 00:00:00
1000100;220;5;75,5300;13/05/2023 00:00:00
1000296;1043;1;169,9000;13/05/2023 00:00:00
1;932;2;25,8000;13/05/2023 00:00:00
1;112;1;35,9000;13/05/2023 00:00:00
1000021;220;1;15,9000;13/05/2023 00:00:00
1000297;1265;18;225,0000;13/05/2023 00:00:00
1000034;212;8;256,0000;13/05/2023 00:00:00
1000034;217;1;29,9000;13/05/2023 00:00:00
1;1739;2;129,8000;13/05/2023 00:00:00
1;71;1;34,0000;13/05/2023 00:00:00
1;1746;5;44,5000;13/05/2023 00:00:00
1;1852;1;119,9000;13/05/2023 00:00:00
1000298;1234;1;57,9000;13/05/2023 00:00:00
1000298;1058;1;57,9000;13/05/2023 00:00:00
1000298;1058;1;57,9000;13/05/2023 00:00:00
1;932;1;12,9000;13/05/2023 00:00:00
1;1447;1;84,9000;13/05/2023 00:00:00
1;256;1;299,9000;13/05/2023 00:00:00
1;1365;1;21,9000;13/05/2023 00:00:00
1000299;759;1;62,9000;13/05/2023 00:00:00
1000295;1857;1;3070,6499;11/05/2023 00:00:00
1000300;230;1;71,9000;13/05/2023 00:00:00
1;134;1;9,9000;13/05/2023 00:00:00
1;236;3;53,7000;13/05/2023 00:00:00
1;931;1;7,9000;13/05/2023 00:00:00
1;4;1;189,9000;13/05/2023 00:00:00
1000300;229;2;17,8000;13/05/2023 00:00:00
1;1365;1;21,9000;13/05/2023 00:00:00
